"cartodb_id","the_geom","the_geom_webmercator","uid","pubdate","volcano_name","country_name","description","sources"
574,"0101000020E6100000022B8716D9F651C06DE7FBA9F1922FC0","0101000020110F0000797D98299B835EC15A63FA4065293BC1","-15.787_-71.857_2018-12-06T07:59:03Z","2018-12-06T07:59:03Z","Sabancaya","Peru","\nObservatorio Vulcanológico del Sur del IGP (OVS-IGP) and Observatorio Vulcanológico del INGEMMET (OVI) reported that an average of 21 explosions per day occurred at Sabancaya during 26 November-2 December. Long-period seismic events were recorded, and hybrid earthquakes were infrequent and of low magnitude. Gas-and-ash plumes rose as high as 2.5 km above the crater rim and drifted 30 km N, E, and SE. MIROVA detected eight thermal anomalies, and on 28 November the sulfur-dioxide gas flux was high at 4,600 tons per day. The report noted that the public should not approach the crater within a 12-km radius.\n"," Instituto Geofísico del Perú (IGP),Instituto Geológico Minero y Metalúrgico (INGEMMET)\n"
575,"0101000020E6100000EC51B81E852B6440DD24068195534C40","0101000020110F0000C5E98C10612171412AF92EC84C555D41","56.653_161.360_2018-12-06T07:59:03Z","2018-12-06T07:59:03Z","Sheveluch","Russia","\nKVERT reported that a thermal anomaly over Sheveluch was identified in satellite images on 23 November; weather clouds prevented views of the volcano during 24-30 November. The Aviation Color Code remained at Orange (the second highest level on a four-color scale).\n"," Kamchatkan Volcanic Eruption Response Team (KVERT)\n"
576,"0101000020E6100000022B8716D936604017D9CEF753A33D40","0101000020110F00002464B80DA28A6B411451883C27604A41","29.638_129.714_2018-12-06T07:59:03Z","2018-12-06T07:59:03Z","Suwanosejima","Japan","\nJMA reported that four explosions at Suwanosejima?s Ontake Crater were recorded during 22-30 November. The highest ash plume rose 2 km, and material was ejected 300 m from the crater. Ashfall was reported in an area 4 km SSW on 23 November. Crater incandescence was visible at night. The Alert Level remained at 2 (on a 5-level scale).\n"," Japan Meteorological Agency (JMA) \n"
577,"0101000020E61000000C022B8716F154C0CDCCCCCCCC0C2440","0101000020110F0000D50321792CC961C14F63C400B41D3141","10.025_-83.767_2018-12-06T07:59:03Z","2018-12-06T07:59:03Z","Turrialba","Costa Rica","\nOVSICORI-UNA reported intermittent pulses of ash and some periods of continuous ash emissions from Turrialba during 28 November-3 December. Ash plumes rose as high as 500 m above the crater rim and drifted N, NW, and SW. Ashfall was reported in Santo Domingo (36 km WSW) on 2 December. \n"," Observatorio Vulcanologico y Sismologico de Costa Rica-Universidad Nacional (OVSICORI-UNA) \n"
588,"0101000020E61000005839B4C876A656C0DD24068195C32C40","0101000020110F0000FC7AEE25A33C63C1D15B6B339FB03841","14.382_-90.601_2018-12-18T11:10:42Z","2018-12-18T11:10:42Z","Pacaya","Guatemala","\nIn a special notice posted on 13 December INSIVUMEH reported that rumbling at Pacaya was heard within a radius of 8 km, and weak Strombolian explosions at Mackenney Crater ejected material as high as 50 m above the crater rim. Active lava flows were 200-300 m in length and traveled down the NW flank, generating avalanches of blocks that were as large as 1 m in diameter. The report also noted that the cone in the crater continued to grow, filling the crater, and was 75 m above the crater rim. During 15-16 December lava continued to flow NW and Strombolian explosions ejected material 5-25 m high. \n"," Instituto Nacional de Sismologia, Vulcanologia, Meteorologia, e Hidrologia (INSIVUMEH)\n"
578,"0101000020E6100000A4703D0AD703654000000000004030C0","0101000020110F00005FB5AC8C19D971418E27BE62DCFA3BC1","-16.250_168.120_2018-12-18T11:10:42Z","2018-12-18T11:10:42Z","Ambrym","Vanuatu","\nThe Vanuatu Meteorology and Geo-hazards Department (VMGD) reported that a fissure eruption in the ESE part of the Ambrym summit caldera near the Lewlembwi crater (4 km SE of Marum) began at 0600 on 15 December, heralded by elevated seismicity detected by the seismic network and ash emissions visible in the webcam. A notice issued later that day by VMGD stated that lava flows and lava fountains were visible, and explosions were occurring. John Tasso, a local guide, visited the caldera a few hours after the new activity started and observed lava fountains from a fissure eruption; his video was posted to his website. The lava fountains were about 40 m high; lava flows spread to the E part of the caldera. Although partially obscured by a steam plume directly above the eruption site, infrared imagery from the Sentinel-2 satellite on 15 December showed lava filling much of the 500 x 900 m Lewlembwi crater and a lava flow almost as large a few hundred meters SW of that crater. VMGD raised the Alert Level to 3 and stated that the eruption was characterized as ?small scale.? The eruption continued during 16-17 December, though reports on 17 December only described ongoing ash-and-gas emissions. \n"," John Tasso, Vanuatu Island Experience, Port Vatu, West Ambrym, Vanuatu ,Sentinel Hub ,Vanuatu Meteorology and Geo-hazards Department (VMGD)\n"
579,"0101000020E610000091ED7C3F353E65C09A99999999694A40","0101000020110F0000EDA6B1F8AB0A72C10FC70D42C9835A41","52.825_-169.944_2018-12-18T11:10:42Z","2018-12-18T11:10:42Z","Cleveland","United States","\nA small explosion at Cleveland was recorded by the seismic network at 1155 on 8 December. A second small explosion with a higher peak amplitude was detected at 1153 on 12 December, prompting AVO to raise the Aviation Color Code to Orange and the Volcano Alert Level to Watch. No ash cloud was observed, though weather clouds obscured views of the volcano. Elevated surface temperatures were visible in satellite data on 15 December. A small explosion which occurred at 0737 on 16 December generated a minor ash cloud that drifted NE. \n"," US Geological Survey Alaska Volcano Observatory (AVO)\n"
580,"0101000020E61000003108AC1C5AA451C0068195438B9C41C0","0101000020110F00004318E2747AF75DC15B5926B3D9FF4FC1","-35.223_-70.568_2018-12-18T11:10:42Z","2018-12-18T11:10:42Z","Planchon-Peteroa","Chile","\nObservatorio Volcanológico de los Andes del Sur (OVDAS)-SERNAGEOMIN and ONEMI reported increased activity at Planchón-Peteroa beginning in the morning of 16 December. Low-intensity pulses of tremor were detected by the seismic network and associated with pulsating grayish gas emissions which rose no higher than 800 m above the vent rim. Webcams recorded crater incandescence during the night of 15-16 December. The Alert Level remained at Yellow (the middle level on a three-color scale) for the volcano, and ONEMI maintained Alert Level Yellow for the communities of Molina (66 WNW), Curicó (68 km NW), Romeral (75 km NW), and Teno (68 km NW). \n"," Oficina Nacional de Emergencia-Ministerio del Interior (ONEMI) ,Servicio Nacional de Geología y Minería (SERNAGEOMIN)\n"
581,"0101000020E6100000BA490C022B2F5F40986E1283C0CAF13F","0101000020110F00000FAD566A1B7C6A4182DC3BBB3039FE40","1.112_124.737_2018-12-18T11:10:42Z","2018-12-18T11:10:42Z","Soputan","Indonesia","\nPVMBG reported that seismic activity at Soputan rapidly and significantly increased at 1700 on 15 December. An eruption began at 0102 on 16 December though dark and foggy conditions prevented views of emissions. The event lasted for almost 10 minutes, and thunderous sounds were heard at the Soputan Volcano Observation Post located in Silian Raya (about 10 km SW). The conditions improved about two hours later, and a dense ash plume was visible rising 3 km above the summit and drifting SE. Incandescence from the summit was also visible. An event that began at 0540 produced dense gray-to-black ash plumes that rose as high as 7 km above the summit and drifted SE. The event lasted for 6 minutes and 10 seconds based on the seismic network. Ash plumes from events at 0743 and 0857 rose as high as 7.5 km and drifted SW. The Alert Level remained at 3 (on a scale of 1-4). Residents and tourists were advised not to approach the craters within a radius of 4 km, or 6.5 km on the WSW flank. \n"," Pusat Vulkanologi dan Mitigasi Bencana Geologi (PVMBG, also known as CVGHM)\n"
582,"0101000020E61000001B2FDD24065560402B8716D9CE973F40","0101000020110F000024A9ACD6E3BD6B41807FC8A9194E4C41","31.593_130.657_2018-12-18T11:10:42Z","2018-12-18T11:10:42Z","Aira","Japan","\nJMA reported that there were seven events and an additional five explosions at Minamidake crater (at Aira Caldera?s Sakurajima volcano) during 10-17 December, with ash plumes rising as high as 2 km above the crater rim and material ejected as far as 700 m. Crater incandescence was occasionally visible at night. The Alert Level remained at 3 (on a 5-level scale).\n"," Japan Meteorological Agency (JMA) \n"
583,"0101000020E6100000F0A7C64B37F95F404A0C022B8716FB3F","0101000020110F00000A9493DEB4276B41106F73A15A020741","1.693_127.894_2018-12-18T11:10:42Z","2018-12-18T11:10:42Z","Dukono","Indonesia","\nBased on satellite data, wind model data, and notices from PVMBG, the Darwin VAAC reported that during 14 and 16-17 December ash plumes from Dukono rose to altitudes of 1.5-2.1 km (5,000-7,000 ft) a.s.l. and drifted mainly SW, S, and SE. The Alert Level remained at 2 (on a scale of 1-4), and visitors were warned to remain outside of the 2-km exclusion zone.\n"," Darwin Volcanic Ash Advisory Centre (VAAC),Pusat Vulkanologi dan Mitigasi Bencana Geologi (PVMBG, also known as CVGHM)\n"
584,"0101000020E61000009CC420B0728063402B8716D9CE574940","0101000020110F0000B90096701690704104B889650C0C5941","50.686_156.014_2018-12-18T11:10:42Z","2018-12-18T11:10:42Z","Ebeko","Russia","\nVolcanologists in Severo-Kurilsk (Paramushir Island), about 7 km E of Ebeko, observed explosions during 7-14 December that sent ash plumes to 3.5 km (11,500 ft) a.s.l. Ash plumes drifted E. The Aviation Color Code remained at Orange (the second highest level on a four-color scale).\n"," Kamchatkan Volcanic Eruption Response Team (KVERT)\n"
585,"0101000020E6100000508D976E125B5A409CC420B0726818C0","0101000020110F0000D559B1554A6266417DCDFC86DEC424C1","-6.102_105.423_2018-12-18T11:10:42Z","2018-12-18T11:10:42Z","Krakatau","Indonesia","\nPVMBG reported that events at Anak Krakatau were recorded at 1445 on 14 December and 1823 on 18 December, producing ash plumes that rose 200 and 300 m above the summit and drifted NE and E, respectively. The event on 14 December lasted 48 seconds and the ash plume was dense and black. The Alert Level remained at 2 (on a scale of 1-4), and residents were warned to remain outside of the 2-km radius hazard zone from the crater.\n"," Pusat Vulkanologi dan Mitigasi Bencana Geologi (PVMBG, also known as CVGHM)\n"
586,"0101000020E61000006DE7FBA9F1466040C520B07268713E40","0101000020110F0000747C3E44F9A56B41EF0076B4562A4B41","30.443_130.217_2018-12-18T11:10:42Z","2018-12-18T11:10:42Z","Kuchinoerabujima","Japan","\nJMA reported that at 1637 on 18 December an eruption at Kuchinoerabujima?s Shindake Crater produced an ash plume that rose 2 km and then disappeared into a weather cloud. The event ejected material that fell in the crater area, and generated a pyroclastic flow that traveled 1 km W. The Alert Level remained at 3 (on a scale of 1-5).\n"," Japan Meteorological Agency (JMA) \n"
587,"0101000020E6100000068195438B9C5B40295C8FC2F5281EC0","0101000020110F0000B36B5D0F51736741D4A280486CB029C1","-7.540_110.446_2018-12-18T11:10:42Z","2018-12-18T11:10:42Z","Merapi","Indonesia","\nPVMBG reported that during 7-13 December the lava dome in Merapi?s summit crater grew at a rate of 2,200 cubic meters per day. By 13 December the volume of the dome, based on photos taken from the SE, was an estimated 359,000 cubic meters. White emissions of variable density rose a maximum of 200 m above the summit. The Alert Level remained at 2 (on a scale of 1-4), and residents were warned to remain outside of the 3-km exclusion zone.\n"," Pusat Vulkanologi dan Mitigasi Bencana Geologi (PVMBG, also known as CVGHM)\n"
589,"0101000020E6100000022B8716D9F651C06DE7FBA9F1922FC0","0101000020110F0000797D98299B835EC15A63FA4065293BC1","-15.787_-71.857_2018-12-18T11:10:42Z","2018-12-18T11:10:42Z","Sabancaya","Peru","\nObservatorio Vulcanológico del Sur del IGP (OVS-IGP) and Observatorio Vulcanológico del INGEMMET (OVI) reported that an average of 18 explosions per day occurred at Sabancaya during 10-16 December. Long-period seismic events were recorded, and hybrid earthquakes were infrequent and of low magnitude. Gas-and-ash plumes rose as high as 2.2 km above the crater rim and drifted 40 km W and SW. MIROVA detected five thermal anomalies, and on 13 December the sulfur-dioxide gas flux was high at 3,100 tons per day. The report noted that the public should not approach the crater within a 12-km radius.\n"," Instituto Geofísico del Perú (IGP),Instituto Geológico Minero y Metalúrgico (INGEMMET)\n"
590,"0101000020E6100000E7FBA9F1D29553C00AD7A3703D0A00C0","0101000020110F000042B54D073EA260C157CC2B2B49400BC1","-2.005_-78.341_2018-12-18T11:10:42Z","2018-12-18T11:10:42Z","Sangay","Ecuador","\nIG reported that the eruption at Sangay that began on 8 August ended on 7 December after about four months of activity. The eruption was characterized by the extrusion of lava flows, and ash emissions that rose between 0.5-1.4 km (and occasionally higher than 2 km) and mainly drifted W and NW. Minor amounts of ash fell in Guayaquil on 18 September. Lava flows traveled 1-2 km down the ESE flank, and both block avalanches and possible small pyroclastic flows from the flow fronts traveled additionally as far as 7 km.\n"," Instituto Geofísico-Escuela Politécnica Nacional (IG) \n"
591,"0101000020E6100000EC51B81E852B6440DD24068195534C40","0101000020110F0000C5E98C10612171412AF92EC84C555D41","56.653_161.360_2018-12-18T11:10:42Z","2018-12-18T11:10:42Z","Sheveluch","Russia","\nKVERT reported that a thermal anomaly over Sheveluch was identified in satellite images during 7-8 and 11-13 December. A small explosion, recorded at 1222 on 12 December, generated an ash plume that rose 6.5-6.8 km (21,300-22,300 ft) a.s.l. That same day a gas-and-steam plume, containing a small amount of ash and drifting 150 km NE, was visible in satellite data. The Aviation Color Code remained at Orange (the second highest level on a four-color scale).\n"," Kamchatkan Volcanic Eruption Response Team (KVERT)\n"
592,"0101000020E61000000C022B8716F154C0CDCCCCCCCC0C2440","0101000020110F0000D50321792CC961C14F63C400B41D3141","10.025_-83.767_2018-12-18T11:10:42Z","2018-12-18T11:10:42Z","Turrialba","Costa Rica","\nOVSICORI-UNA reported semi-continuous activity at Turrialba during 11-16 December. Ash emissions rose as high as 500 m above the vent rim and drifted NW and SW during 11-12 December. Ashfall was reported in Guadalupe (32 km WSW) on 13 December. Pulsing ash emissions were visible on 13 December and caused ashfall in areas of Valle Central. During 14-16 December emissions had diffuse amounts of ash and drifted W and SW. \n"," Observatorio Vulcanologico y Sismologico de Costa Rica-Universidad Nacional (OVSICORI-UNA) \n"
593,"0101000020E61000005C8FC2F528EC63C0F6285C8FC2154C40","0101000020110F00003B05154791EB70C1DC8E332363F65C41","56.170_-159.380_2018-12-18T11:10:42Z","2018-12-18T11:10:42Z","Veniaminof","United States","\nAVO reported that seismic data indicated that the eruption of lava from the cone in Veniaminof?s ice-filled summit caldera possibly paused on 6 December. Satellite data acquired on 10 December suggested lava effusion had stopped, though weak explosive activity from the vent possibly still occurred.\t No eruptive activity was evident in satellite and webcam images on the morning of 13 December. However, beginning in the afternoon intermittent tremor appeared and gradually became continuous. A plume, possibly containing ash, and elevated surface temperatures were identified in satellite and webcam images. A strong thermal anomaly was visible in satellite and webcam data during 14-15 December, and together with an eruption plume, was consistent with lava fountaining at the summit vent. By 16 December a lava flow was erupting from the vent. The Aviation Color Code remained at Orange (the second highest level on a four-color scale) and the Volcano Alert Level remained at Watch (the second highest level on a four-level scale).\n"," US Geological Survey Alaska Volcano Observatory (AVO)\n"
594,"0101000020E6100000F4FDD478E976574075931804568E2840","0101000020110F0000963D8A18ACED634114F2200C53043541","12.278_93.858_2019-02-06T02:16:13Z","2019-02-06T02:16:13Z","Barren Island","India","\nBased on analysis of satellite imagery and wind data, the Darwin VAAC reported that on 26 January ash plumes from Barren Island rose to an altitude of 0.9 km (3,000 ft) a.s.l. and drifted W.\n"," Darwin Volcanic Ash Advisory Centre (VAAC)\n"
595,"0101000020E6100000355EBA490C5A5F40736891ED7C3F0640","0101000020110F0000A59F386C86A06A41FFB00E8714E71241","2.781_125.407_2019-02-06T02:16:13Z","2019-02-06T02:16:13Z","Karangetang","Indonesia","\nPVMBG reported that the current eruption at Karangetang began with increased seismicity and thermal anomalies in November 2018. Since then activity was dominated by lava-dome growth, avalanches, and pyroclastic flows. A gray ash plume rose above the summit craters on 30 January. By 2 February ?a?a lava from Kawah Dua (North Crater) had traveled 2.5 km NNW down the Melebuhe River drainage, prompting the evacuation of eight families (about 21 people). A section of the local road was closed, from W of the Batuare River to Kali Melebuhe. According to a news article the flow was 50 m thick in some areas. Seismic signals indicating avalanches sharply increased on 3 February. Lava and pyroclastic flows originated from the Kawah Dua crater, traveling as far as 1 km W down the Sumpihi River drainage, 2 km NW down the Batuare River, and 2.9 km NW down the Malebuhe drainage. BNPB reported that 112 residents (from Niambangeng, Kampung Beba, and Batubulan villages) had evacuated by 1730 on 4 February, and according to a news article the lava crossed the highway at 1800. The lava flow continued to progress and reached the ocean during 5-6 February.\n\n"," Badan Nacional Penanggulangan Bencana (BNPB) ,KompasTV,Pusat Vulkanologi dan Mitigasi Bencana Geologi (PVMBG, also known as CVGHM)\n"
596,"0101000020E6100000068195438B9C5B40295C8FC2F5281EC0","0101000020110F0000B36B5D0F51736741D4A280486CB029C1","-7.540_110.446_2019-02-06T02:16:13Z","2019-02-06T02:16:13Z","Merapi","Indonesia","\nPVMBG reported that during 25-31 January the volume of the lava dome in Merapi?s summit crater was 461,000 cubic meters, relatively unchanged from the previous week. During 0000-2000 on 29 January as many as nine incandescent rockfall events were recorded, with material traveling 200-700 m SE in the Gendol River drainage. Three pyroclastic flows, recorded at 2017, 2053, and 2141, traveled 1.1-1.4 km down the Gendol drainage, and produced minor ashfall in areas E including Boyolali (17 km E), Mriyan (5 km E), and Mojosongo (44 km E). The Alert Level remained at 2 (on a scale of 1-4), and residents were warned to remain outside of the 3-km exclusion zone.\n"," Pusat Vulkanologi dan Mitigasi Bencana Geologi (PVMBG, also known as CVGHM)\n"
597,"0101000020E61000003108AC1C5AA451C0068195438B9C41C0","0101000020110F00004318E2747AF75DC15B5926B3D9FF4FC1","-35.223_-70.568_2019-02-06T02:16:13Z","2019-02-06T02:16:13Z","Planchon-Peteroa","Chile","\nObservatorio Volcanológico de los Andes del Sur (OVDAS)-SERNAGEOMIN and ONEMI reported an increase in ash emissions at Planchón-Peteroa beginning at 1700 on 1 February, with ash plumes rising as high as 2 km and drifting E. This activity was accompanied by the appearance of discrete, very-low-frequency seismic events which were only recorded that day. On 3 February webcams showed gas-and-ash plumes rising to heights less than 2 km. The Alert Level remained at Yellow (the middle level on a three-color scale) for the volcano, and ONEMI maintained Alert Level Yellow for the communities of Molina (66 WNW), Curicó (68 km NW), Romeral (75 km NW), and Teno (68 km NW).\n"," Oficina Nacional de Emergencia-Ministerio del Interior (ONEMI) ,Servicio Nacional de Geología y Minería (SERNAGEOMIN)\n"
598,"0101000020E61000001B2FDD24065560402B8716D9CE973F40","0101000020110F000024A9ACD6E3BD6B41807FC8A9194E4C41","31.593_130.657_2019-02-06T02:16:13Z","2019-02-06T02:16:13Z","Aira","Japan","\nJMA reported that incandescence from Minamidake crater (at Aira Caldera?s Sakurajima volcano) was visible during 28 January-1 February. An explosion at 1400 on 1 February produced an ash plume that rose 600 m above the crater rim. During a field survey that same day the sulfur dioxide emission rate was high at 3,000 tons/day, an increase from the previous measurement of 1,800 tons/day recorded on 22 January. An explosion at 0228 on 3 February produced an ash plume that rose 1 km and ejected tephra 800-1,100 m from the crater. The Alert Level remained at 3 (on a 5-level scale).\n"," Japan Meteorological Agency (JMA) \n"
599,"0101000020E610000091ED7C3F353E65C09A99999999694A40","0101000020110F0000EDA6B1F8AB0A72C10FC70D42C9835A41","52.825_-169.944_2019-02-06T02:16:13Z","2019-02-06T02:16:13Z","Cleveland","United States","\nAVO reported that analysis of recent satellite data suggested that the lava dome in Cleveland?s summit crater first observed on 12 January may have stopped growing on 16 January, and since then the center of the dome slowly subsided. Weakly elevated surface temperatures were evident in satellite data during 28 January-4 February. The Aviation Color Code remained at Orange and the Volcano Alert Level remained at Watch.\n"," US Geological Survey Alaska Volcano Observatory (AVO)\n"
600,"0101000020E6100000F0A7C64B37F95F404A0C022B8716FB3F","0101000020110F00000A9493DEB4276B41106F73A15A020741","1.693_127.894_2019-02-06T02:16:13Z","2019-02-06T02:16:13Z","Dukono","Indonesia","\nBased on satellite data, wind model data, and notices from PVMBG, the Darwin VAAC reported that on 28 January an ash plume from Dukono rose to an altitude of 1.5 km (5,000 ft) a.s.l. and drifted SE. During 3-5 February ash plumes rose to 2.1 km (7,000 ft) a.s.l. and drifted S, SW, W, and NW. The Alert Level remained at 2 (on a scale of 1-4), and visitors were warned to remain outside of the 2-km exclusion zone.\n"," Darwin Volcanic Ash Advisory Centre (VAAC),Pusat Vulkanologi dan Mitigasi Bencana Geologi (PVMBG, also known as CVGHM)\n"
601,"0101000020E61000009CC420B0728063402B8716D9CE574940","0101000020110F0000B90096701690704104B889650C0C5941","50.686_156.014_2019-02-06T02:16:13Z","2019-02-06T02:16:13Z","Ebeko","Russia","\nVolcanologists in Severo-Kurilsk (Paramushir Island), about 7 km E of Ebeko, observed explosions during 25 January-1 February that sent ash plumes to 2.3 km (7,500 ft) a.s.l. Ash fell in Severo-Kurilsk on 27 January. The Aviation Color Code remained at Orange (the second highest level on a four-color scale).\n"," Kamchatkan Volcanic Eruption Response Team (KVERT)\n"
602,"0101000020E6100000B81E85EB51B856C01904560E2DF22C40","0101000020110F0000EF69586ACD4B63C1A655CD247BD93841","14.473_-90.880_2019-02-06T02:16:13Z","2019-02-06T02:16:13Z","Fuego","Guatemala","\nINSIVUMEH reported that 10-18 explosions per hour were detected at Fuego during 29-31 January. Ash plumes from the explosions rose as high as 1.1 km above the crater rim and drifted E and NE. Ashfall was reported in areas downwind including Alotenango, Antigua Guatemala (18 km NE), and Guatemala City (70 km E). Incandescent material was ejected 300 m high and caused avalanches of material that traveled down Seca (W), Ceniza (SSW), Trinidad (S), and Las Lajas (SE) ravines. During 31January-1 February there were 14-16 explosions recorded per hour, with ash plumes rising as high as 1.1 km and drifting 20-25 km S and SE. Ash fell in the communities of El Rodeo (10 km SSE), El Zapote, Ceilan, and La Rochela. Incandescent material rose 200-400 m high causing avalanches of material to descend the Seca, Taniluyá (SW), Ceniza, Trinidad, Las Lajas, and Honda (E) ravines. Shock wave causing vibration in the communities near the volcano.\n"," Instituto Nacional de Sismologia, Vulcanologia, Meteorologia, e Hidrologia (INSIVUMEH)\n"
603,"0101000020E61000006DE7FBA9F1466040C520B07268713E40","0101000020110F0000747C3E44F9A56B41EF0076B4562A4B41","30.443_130.217_2019-02-06T02:16:13Z","2019-02-06T02:16:13Z","Kuchinoerabujima","Japan","\nJMA reported that during 1713-1915 on 29 January an eruption at Kuchinoerabujima?s Shindake Crater produced an ash plume that rose 4 km above the crater rim and drifted E, and a pyroclastic flow. Ash fell in parts of Yakushima. During 30 January-1 February and 3-5 February white plumes rose as high as 600 m. An event that lasted during 1141-1300 on 2 February generated a plume that rose 600 m. The Alert Level remained at 3 (on a scale of 1-5).\n"," Japan Meteorological Agency (JMA) \n"
604,"0101000020E61000002B8716D9CEA758C0D9CEF753E3053340","0101000020110F0000A1BF45DA9EF064C1693564FD25764041","19.023_-98.622_2019-02-06T02:16:13Z","2019-02-06T02:16:13Z","Popocatepetl","Mexico","\nCENAPRED reported that during an overflight of Popocatépetl on 27 January observers noted that the inner crater was 150 m deep and had an unchanged diameter of 300 m. There was no visible lava dome at the bottom of the crater. Each day during 28 January-5 February there were 81-207 steam-and-gas emissions with low ash content. The Alert Level remained at Yellow, Phase Two (middle level on a three-color scale).\n"," Centro Nacional de Prevencion de Desastres (CENAPRED)\n"
605,"0101000020E6100000448B6CE7FB6953C083C0CAA145B6B3BF","0101000020110F000055BB104C027D60C199DA443BCDBDC0C0","-0.077_-77.656_2019-02-06T02:16:13Z","2019-02-06T02:16:13Z","Reventador","Ecuador","\nDuring 28 January-5 February IG reported a high level of seismic activity at Reventador, including explosions, long-period earthquakes, harmonic tremor, and signals indicating emissions. Steam, gas, and ash plumes sometimes rose as high as 1 km above the crater rim and drifted W and NW. Incandescent blocks were observed rolling 600-800 m down the flanks on most days.\n"," Instituto Geofísico-Escuela Politécnica Nacional (IG) \n"
606,"0101000020E6100000EC51B81E852B6440DD24068195534C40","0101000020110F0000C5E98C10612171412AF92EC84C555D41","56.653_161.360_2019-02-06T02:16:13Z","2019-02-06T02:16:13Z","Sheveluch","Russia","\nKVERT reported that during 25 January-1 February Sheveluch?s lava dome continued grow, extruding blocks on the N side, and producing hot avalanches and fumarolic plumes. Video and satellite data recorded gas-and-steam plumes with some ash content rising to 4-4.5 km (13,100-14,800 ft) a.s.l. and drifted 415 km E and W. The Aviation Color Code remained at Orange (the second highest level on a four-color scale).\n"," Kamchatkan Volcanic Eruption Response Team (KVERT)\n"
607,"0101000020E61000000C022B8716F154C0CDCCCCCCCC0C2440","0101000020110F0000D50321792CC961C14F63C400B41D3141","10.025_-83.767_2019-02-06T02:16:13Z","2019-02-06T02:16:13Z","Turrialba","Costa Rica","\nOVSICORI-UNA reported that minor, sporadic ash emissions that rose to low heights above Turrialba?s active crater were recorded on most days during 28 January-4 February. An event at 0640 on 1 February produced a taller plume which rose 1.5 km above the crater rim and drifted NW. \n  \nOVSICORI-UNA noted that activity had been slowly decreasing in 2019. No volcano-tectonic earthquakes had been recorded, and tremors were decreasing in both energy and duration. The number of low-frequency, volcanic earthquakes (LPs) remained stable, although they had decreasing amplitudes. No explosions had been recorded, and emissions were weak, had short durations, and very dilute ash contents.\n\n"," Observatorio Vulcanologico y Sismologico de Costa Rica-Universidad Nacional (OVSICORI-UNA) \n"
630,"0101000020E6100000F4FDD478E90E55C06666666666662440","0101000020110F00002C2C60D580E261C1DE93F155006B3141","10.200_-84.233_2019-02-20T03:14:24Z","2019-02-20T03:14:24Z","Poas","Costa Rica","\nOVSICORI-UNA reported that since 8 February almost continuous emissions of gas has been recorded at Poás, with plumes rising as high as 1 km and drifting mainly SW. During 13-14 February the emissions contained ash; gas-and-ash plumes drifted SW, impacting areas downwind including Naranjo, Zarcero, and Grecia (16 km SW). Gas-and-ash emissions rose from the crater on 15 February, and gas emissions were recorded on 18 February.  \n"," Observatorio Vulcanologico y Sismologico de Costa Rica-Universidad Nacional (OVSICORI-UNA) \n"
608,"0101000020E6100000355EBA490C5A5F40736891ED7C3F0640","0101000020110F0000A59F386C86A06A41FFB00E8714E71241","2.781_125.407_2019-02-13T03:18:35Z","2019-02-13T03:18:35Z","Karangetang","Indonesia","\nOn 8 February PVMBG reported that lava from Karangetang?s Kawah Dua (North Crater) continued to advance over 3.5 km down the Malebuhe River drainage on the NW flank into the ocean. Levees had formed at the margins channeling the lava down the middle of the flow. Avalanches from the edges of the flow generated brown and gray plumes. A lava delta was building out into the ocean and generating a dense steam plume. Drone footage acquired on 9 February showed that the flow was about 160 m wide where it crossed a road (about 210 m from the coast) and about 140 m wide at the coast. Seismicity remained high. The Alert Level remained at 3 (on a scale of 1-4), and residents were warned to remain outside of the 2.5-km exclusion zone around the N and S craters, and not enter within 3 km WNW and 4 km NW. \n"," Pusat Vulkanologi dan Mitigasi Bencana Geologi (PVMBG, also known as CVGHM)\n"
609,"0101000020E6100000F4FDD478E90E55C06666666666662440","0101000020110F00002C2C60D580E261C1DE93F155006B3141","10.200_-84.233_2019-02-13T03:18:35Z","2019-02-13T03:18:35Z","Poas","Costa Rica","\nOVSICORI-UNA reported that seismic and infrasound data indicated multiple events at Poás during 7-8 February. On 8 February events were centered at vent A (Boca Roja) and produced plumes that rose no higher than 200 m and drifted SW. A sulfur dioxide odor was reported in areas downwind including San Jose de Naranjo, Grecia (16 km SW), Poás, Sarchá, Naranjo, and Atenas (32 km SW). Incandescence in the crater began to be visible at 0151 on 11 February. Passive ash emissions rose 200 m and drifted SW.\n"," Observatorio Vulcanologico y Sismologico de Costa Rica-Universidad Nacional (OVSICORI-UNA) \n"
610,"0101000020E61000008D976E1283E05C40560E2DB29DAF20C0","0101000020110F00000EF7C27776866841846DA2138C712CC1","-8.343_115.508_2019-02-13T03:18:35Z","2019-02-13T03:18:35Z","Agung","Indonesia","\nPVMBG reported that a 97-second-long explosive event at Agung began at 0012 on 8 February. A plume was not visible, though webcams recorded crater incandescence. The Alert Level remained at 3 (on a scale of 1-4) with the exclusion zone set at a 4-km radius.\n"," Pusat Vulkanologi dan Mitigasi Bencana Geologi (PVMBG, also known as CVGHM)\n"
